           1     1.41453     1.41453           0
           2     1.41466      1.4146 4.47307e-05
           3     1.41456     1.41458 3.17553e-05
           4     1.41461     1.41459 2.45664e-05
           5     1.41466      1.4146 2.38142e-05
           6     1.41466     1.41461 2.13242e-05
           7     1.41447     1.41459 2.57876e-05
           8     1.41462      1.4146 2.27257e-05
           9     1.41457     1.41459  2.0425e-05
          10     1.41463      1.4146 1.87792e-05
          11     1.41465      1.4146 1.76418e-05
          12     1.41464      1.4146 1.64533e-05
          13     1.41463     1.41461 1.53086e-05
          14     1.41467     1.41461 1.48198e-05
          15     1.41466     1.41461 1.42307e-05
          16     1.41455     1.41461 1.38544e-05
          17     1.41455     1.41461 1.35608e-05
          18     1.41452      1.4146  1.3548e-05
          19     1.41461      1.4146 1.28473e-05
          20     1.41466     1.41461 1.25633e-05
